loss,acc,recall,precision,eod,spd,mad
0.48024996100366113,0.7010544349699933,0.533373786407767,0.6664139499620925,0.21153420209884644,0.111958325,-0.07126659154891968
0.47010957133071496,0.7050311942442709,0.5273058252427184,0.6885895404120443,0.2174377143383026,0.12461606,-0.0680432915687561
0.4565455308237113,0.7202163032648238,0.5594660194174758,0.6979560938682816,0.24792873859405518,0.14671604,-0.0593189001083374
0.4429925983637804,0.7496842922353268,0.6407766990291263,0.6901960784313725,0.1672641634941101,0.15125859,-0.061924755573272705
0.4349609802668798,0.7475778842366244,0.620752427184466,0.7084487534626038,0.16130709648132324,0.13479516,-0.04852074384689331
0.43124847259379456,0.7589151238501286,0.6565533980582524,0.6994182288299935,0.1846219301223755,0.14954063,-0.04667317867279053
0.4301857172244985,0.7532084887735477,0.6341019417475728,0.7094365241004752,0.17998790740966797,0.14143541,-0.04987525939941406
0.42875836865999734,0.7610591850684709,0.6632281553398058,0.6979565772669221,0.17708969116210938,0.14511412,-0.04790467023849487
0.4283107548814558,0.7460478601385638,0.5983009708737864,0.7347242921013413,0.1774393618106842,0.13485356,-0.0416029691696167
0.42580873728984736,0.7594306833190444,0.6468446601941747,0.7130434782608696,0.1769353151321411,0.14429459,-0.046077609062194824
0.42716612521989156,0.7628339550941909,0.6614077669902912,0.7055016181229773,0.16899675130844116,0.1396251,-0.046857595443725586
0.4262962474396889,0.7494764754269296,0.6158980582524272,0.7213930348258707,0.18212378025054932,0.14040071,-0.045934081077575684
0.4247712679343211,0.7600526855434808,0.649878640776699,0.7111553784860558,0.19734561443328857,0.15006769,-0.043265461921691895
0.4256166169087606,0.7505256968742035,0.616504854368932,0.7241625089094796,0.20126131176948547,0.14639069,-0.04039186239242554
0.42403283347845133,0.7566798259841973,0.6389563106796117,0.7143826322930801,0.17993754148483276,0.1447117,-0.045626044273376465
0.42482822313881186,0.7632408995064532,0.6565533980582524,0.7127799736495388,0.1716429591178894,0.13523525,-0.043367981910705566
0.42634138651975373,0.7674153381838404,0.6741504854368932,0.7040557667934094,0.16854000091552734,0.14164743,-0.0449485182762146
0.4259480865061487,0.7494460632110667,0.6122572815533981,0.7264218862491001,0.2048746645450592,0.14604704,-0.04599559307098389
0.4249979443858465,0.7490137752855852,0.6140776699029126,0.7223411848679515,0.17922240495681763,0.13554022,-0.04513359069824219
0.42476975206980716,0.7545408334684987,0.6328883495145631,0.7153635116598079,0.19881993532180786,0.14195788,-0.041582465171813965
0.4238548646292955,0.7595747792942049,0.6462378640776699,0.7142857142857143,0.16818088293075562,0.13654819,-0.049300193786621094
0.42252395045003793,0.7598731086498135,0.6462378640776699,0.7152451309603761,0.18375557661056519,0.14825147,-0.046919047832489014
0.42189853665498084,0.7591171478555043,0.6450242718446602,0.7143817204301075,0.17662972211837769,0.14468724,-0.044086456298828125
0.4228781329975318,0.7580628577055866,0.6438106796116505,0.712558764271323,0.18507862091064453,0.14391756,-0.045236051082611084
0.4221483983700862,0.7595697105915611,0.6456310679611651,0.7150537634408602,0.1827884316444397,0.14817625,-0.04410696029663086
0.4216917619602726,0.7608238524457215,0.6529126213592233,0.7097625329815304,0.17362761497497559,0.14766556,-0.0424649715423584
