task,state,attack,epsilon,epsilon_label,sigma,auc,tpr_at_1pct,auc_sparse,tpr_at_1pct_sparse,n_records,single_feature,n_features_joint
ACSPublicCoverage,CO,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,CO,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,CT,single,0.1,0.1,48.44805262605389,0.5071949375,0.01175,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,0.1,0.1,48.44805262605389,0.5166886875000001,0.0095,0.4995640949394464,0.003676470588235294,4000,AGEP,19
ACSPublicCoverage,CT,single,0.5,0.5,9.689610525210778,0.5201751875,0.01,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,0.5,0.5,9.689610525210778,0.5658483125,0.01775,0.5619320000000001,0.018,4000,AGEP,19
ACSPublicCoverage,CT,single,1.0,1.0,4.844805262605389,0.5581947500000001,0.01,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,1.0,1.0,4.844805262605389,0.6052831875,0.026,0.6410188389081122,0.045098039215686274,4000,AGEP,19
ACSPublicCoverage,CT,single,2.0,2.0,2.4224026313026945,0.6092068749999999,0.02275,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,2.0,2.0,2.4224026313026945,0.6937483124999999,0.04425,0.7448257171602423,0.06358381502890173,4000,AGEP,19
ACSPublicCoverage,CT,single,5.0,5.0,0.9689610525210778,0.7412021875000001,0.07675,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,5.0,5.0,0.9689610525210778,0.8993639375000001,0.28825,0.94175757087845,0.46886446886446886,4000,AGEP,19
ACSPublicCoverage,CT,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,CT,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,DE,single,0.1,0.1,48.44805262605389,0.5019382743953061,0.011842563566701497,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,0.1,0.1,48.44805262605389,0.5124459502724915,0.009752699407871821,0.5276839741049015,0.011494252873563218,2871,AGEP,19
ACSPublicCoverage,DE,single,0.5,0.5,9.689610525210778,0.5257139065015691,0.012539184952978056,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,0.5,0.5,9.689610525210778,0.5582583300667832,0.019853709508881923,0.5517928392125776,0.027586206896551724,2871,AGEP,19
ACSPublicCoverage,DE,single,1.0,1.0,4.844805262605389,0.5656560803752099,0.02055033089515848,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,1.0,1.0,4.844805262605389,0.623641257698837,0.027864855451062348,0.6279402827321972,0.041379310344827586,2871,AGEP,19
ACSPublicCoverage,DE,single,2.0,2.0,2.4224026313026945,0.6111941548831255,0.027864855451062348,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,2.0,2.0,2.4224026313026945,0.7193873905220427,0.056078021595262977,0.7461434799841458,0.041379310344827586,2871,AGEP,19
ACSPublicCoverage,DE,single,5.0,5.0,0.9689610525210778,0.7672514185683933,0.11494252873563218,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,5.0,5.0,0.9689610525210778,0.9201100715171265,0.34273772204806685,0.9322341128286431,0.36091954022988504,2871,AGEP,19
ACSPublicCoverage,DE,single,inf,inf,0.0,1.0,1.0,,,2871,AGEP,19
ACSPublicCoverage,DE,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,2871,AGEP,19
ACSPublicCoverage,FL,single,0.1,0.1,48.44805262605389,0.51328575,0.014,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,0.1,0.1,48.44805262605389,0.5060638749999999,0.00875,0.4895415879017013,0.021739130434782608,4000,AGEP,19
ACSPublicCoverage,FL,single,0.5,0.5,9.689610525210778,0.5228962500000001,0.01125,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,0.5,0.5,9.689610525210778,0.541856,0.01325,0.5584055026600782,0.01037344398340249,4000,AGEP,19
ACSPublicCoverage,FL,single,1.0,1.0,4.844805262605389,0.5465193125,0.01975,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,1.0,1.0,4.844805262605389,0.5920535,0.01825,0.6435235498904013,0.0407725321888412,4000,AGEP,19
ACSPublicCoverage,FL,single,2.0,2.0,2.4224026313026945,0.614389125,0.03725,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,2.0,2.0,2.4224026313026945,0.6814672500000001,0.04,0.7250382088969823,0.04435483870967742,4000,AGEP,19
ACSPublicCoverage,FL,single,5.0,5.0,0.9689610525210778,0.7717299375,0.084,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,5.0,5.0,0.9689610525210778,0.8542833125,0.19825,0.9080149661434288,0.39035087719298245,4000,AGEP,19
ACSPublicCoverage,FL,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,FL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,GA,single,0.1,0.1,48.44805262605389,0.5039216875,0.01625,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,GA,joint,0.1,0.1,48.44805262605389,0.50871475,0.0115,0.5525857390451847,0.008368200836820083,4000,AGEP,19
ACSPublicCoverage,GA,single,0.5,0.5,9.689610525210778,0.542182375,0.017,,,4000,AGEP,19
ACSPublicCoverage,GA,joint,0.5,0.5,9.689610525210778,0.5333314375,0.014,0.5483360084693668,0.010330578512396695,4000,AGEP,19
ACSPublicCoverage,GA,single,1.0,1.0,4.844805262605389,0.5541091250000001,0.016,,,4000,AGEP,19
ACSPublicCoverage,GA,joint,1.0,1.0,4.844805262605389,0.5935165625,0.02525,0.6322622610744125,0.033542976939203356,4000,AGEP,19
ACSPublicCoverage,GA,single,2.0,2.0,2.4224026313026945,0.61220825,0.03325,,,4000,AGEP,19
ACSPublicCoverage,GA,joint,2.0,2.0,2.4224026313026945,0.66962525,0.02225,0.7476178239917771,0.11632270168855535,4000,AGEP,19
ACSPublicCoverage,GA,single,5.0,5.0,0.9689610525210778,0.7550958750000001,0.09625,,,4000,AGEP,19
ACSPublicCoverage,GA,joint,5.0,5.0,0.9689610525210778,0.8464918125,0.18175,0.9048077387937363,0.3249475890985325,4000,AGEP,19
ACSPublicCoverage,GA,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,GA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,HI,single,0.1,0.1,48.44805262605389,0.5176384375,0.01,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,0.1,0.1,48.44805262605389,0.5178845000000001,0.0145,0.506150830883426,0.0136986301369863,4000,AGEP,19
ACSPublicCoverage,HI,single,0.5,0.5,9.689610525210778,0.52835325,0.014,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,0.5,0.5,9.689610525210778,0.5657060625,0.0235,0.5721550019392001,0.03938730853391685,4000,AGEP,19
ACSPublicCoverage,HI,single,1.0,1.0,4.844805262605389,0.566932875,0.015,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,1.0,1.0,4.844805262605389,0.602087375,0.02175,0.6342105752080858,0.017241379310344827,4000,AGEP,19
ACSPublicCoverage,HI,single,2.0,2.0,2.4224026313026945,0.610188,0.0275,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,2.0,2.0,2.4224026313026945,0.7116227500000001,0.0435,0.7505342886827697,0.05336426914153132,4000,AGEP,19
ACSPublicCoverage,HI,single,5.0,5.0,0.9689610525210778,0.769272125,0.08975,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,5.0,5.0,0.9689610525210778,0.8949393124999999,0.32725,0.9426608507139902,0.528604118993135,4000,AGEP,19
ACSPublicCoverage,HI,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,HI,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,ID,single,0.1,0.1,48.44805262605389,0.5091125625,0.0085,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,0.1,0.1,48.44805262605389,0.5040286249999999,0.01,0.5065345764160156,0.013671875,4000,AGEP,19
ACSPublicCoverage,ID,single,0.5,0.5,9.689610525210778,0.5342029374999999,0.01025,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,0.5,0.5,9.689610525210778,0.54550275,0.01625,0.5806812618031754,0.004056795131845842,4000,AGEP,19
ACSPublicCoverage,ID,single,1.0,1.0,4.844805262605389,0.5627755,0.0145,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,1.0,1.0,4.844805262605389,0.5888421250000001,0.024,0.6330781469501112,0.022132796780684104,4000,AGEP,19
ACSPublicCoverage,ID,single,2.0,2.0,2.4224026313026945,0.612098375,0.0165,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,2.0,2.0,2.4224026313026945,0.659947625,0.0375,0.7055440215301807,0.03725490196078431,4000,AGEP,19
ACSPublicCoverage,ID,single,5.0,5.0,0.9689610525210778,0.7587311874999999,0.08675,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,5.0,5.0,0.9689610525210778,0.8379048125,0.16575,0.8844801432756552,0.30844793713163066,4000,AGEP,19
ACSPublicCoverage,ID,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,ID,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,IL,single,0.1,0.1,48.44805262605389,0.518752125,0.01675,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,0.1,0.1,48.44805262605389,0.5088528125,0.0125,0.5224532204714653,0.023172905525846704,4000,AGEP,19
ACSPublicCoverage,IL,single,0.5,0.5,9.689610525210778,0.5286140625,0.02125,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,0.5,0.5,9.689610525210778,0.5602796250000001,0.01425,0.5587713202438348,0.020872865275142316,4000,AGEP,19
ACSPublicCoverage,IL,single,1.0,1.0,4.844805262605389,0.5662871249999999,0.019,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,1.0,1.0,4.844805262605389,0.6001243125,0.02025,0.5998937187798916,0.03505154639175258,4000,AGEP,19
ACSPublicCoverage,IL,single,2.0,2.0,2.4224026313026945,0.6111709999999999,0.0255,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,2.0,2.0,2.4224026313026945,0.6961549375,0.0415,0.7305977324263039,0.05333333333333334,4000,AGEP,19
ACSPublicCoverage,IL,single,5.0,5.0,0.9689610525210778,0.7616826250000001,0.0765,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,5.0,5.0,0.9689610525210778,0.8911986875,0.271,0.9275764368456226,0.5410447761194029,4000,AGEP,19
ACSPublicCoverage,IL,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,IL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,IN,single,0.1,0.1,48.44805262605389,0.5048701875,0.00975,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,0.1,0.1,48.44805262605389,0.4997730625,0.01025,0.49475854626739124,0.025089605734767026,4000,AGEP,19
ACSPublicCoverage,IN,single,0.5,0.5,9.689610525210778,0.5197071875,0.01275,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,0.5,0.5,9.689610525210778,0.55545625,0.01225,0.5411663474975416,0.019784172661870502,4000,AGEP,19
ACSPublicCoverage,IN,single,1.0,1.0,4.844805262605389,0.556187375,0.01375,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,1.0,1.0,4.844805262605389,0.5956261875,0.01875,0.5810345883073156,0.022222222222222223,4000,AGEP,19
ACSPublicCoverage,IN,single,2.0,2.0,2.4224026313026945,0.6126353124999999,0.03075,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,2.0,2.0,2.4224026313026945,0.6918336875,0.03875,0.739840101779699,0.051330798479087454,4000,AGEP,19
ACSPublicCoverage,IN,single,5.0,5.0,0.9689610525210778,0.765713125,0.0925,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,5.0,5.0,0.9689610525210778,0.8859911250000001,0.27875,0.9275979147429978,0.4166666666666667,4000,AGEP,19
ACSPublicCoverage,IN,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,IN,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,IA,single,0.1,0.1,48.44805262605389,0.504140375,0.0145,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,0.1,0.1,48.44805262605389,0.5078839375,0.01225,0.5340935828963188,0.010771992818671455,4000,AGEP,19
ACSPublicCoverage,IA,single,0.5,0.5,9.689610525210778,0.523808375,0.009,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,0.5,0.5,9.689610525210778,0.559933,0.014,0.57570191644541,0.03969754253308128,4000,AGEP,19
ACSPublicCoverage,IA,single,1.0,1.0,4.844805262605389,0.5468534375,0.0135,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,1.0,1.0,4.844805262605389,0.6201644375,0.022,0.6389833531510107,0.008620689655172414,4000,AGEP,19
ACSPublicCoverage,IA,single,2.0,2.0,2.4224026313026945,0.6236965624999999,0.03375,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,2.0,2.0,2.4224026313026945,0.70742125,0.038,0.7373624597406641,0.01730103806228374,4000,AGEP,19
ACSPublicCoverage,IA,single,5.0,5.0,0.9689610525210778,0.7717046875,0.09325,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,5.0,5.0,0.9689610525210778,0.894261625,0.3095,0.9245362807037834,0.3612167300380228,4000,AGEP,19
ACSPublicCoverage,IA,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,IA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,KS,single,0.1,0.1,48.44805262605389,0.5166253125,0.01075,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,0.1,0.1,48.44805262605389,0.509753875,0.011,0.5269582456257588,0.025048169556840076,4000,AGEP,19
ACSPublicCoverage,KS,single,0.5,0.5,9.689610525210778,0.5249351250000001,0.009,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,0.5,0.5,9.689610525210778,0.5431255625,0.012,0.5387244897959184,0.008928571428571428,4000,AGEP,19
ACSPublicCoverage,KS,single,1.0,1.0,4.844805262605389,0.5722484375,0.02,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,1.0,1.0,4.844805262605389,0.603812,0.021,0.6148838096915782,0.02490421455938697,4000,AGEP,19
ACSPublicCoverage,KS,single,2.0,2.0,2.4224026313026945,0.6033301875,0.01975,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,2.0,2.0,2.4224026313026945,0.6716263125,0.03125,0.7198068297988786,0.02040816326530612,4000,AGEP,19
ACSPublicCoverage,KS,single,5.0,5.0,0.9689610525210778,0.7698203750000001,0.0925,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,5.0,5.0,0.9689610525210778,0.84049025,0.17175,0.8882320933913732,0.33270676691729323,4000,AGEP,19
ACSPublicCoverage,KS,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,KS,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,KY,single,0.1,0.1,48.44805262605389,0.5063148125,0.00975,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,0.1,0.1,48.44805262605389,0.5039435,0.01025,0.516903118059262,0.008298755186721992,4000,AGEP,19
ACSPublicCoverage,KY,single,0.5,0.5,9.689610525210778,0.5348101875,0.01325,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,0.5,0.5,9.689610525210778,0.54925475,0.01675,0.55560302734375,0.0234375,4000,AGEP,19
ACSPublicCoverage,KY,single,1.0,1.0,4.844805262605389,0.5573905,0.013,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,1.0,1.0,4.844805262605389,0.6244650624999999,0.0255,0.6108167610199835,0.06626506024096386,4000,AGEP,19
ACSPublicCoverage,KY,single,2.0,2.0,2.4224026313026945,0.6142466875,0.02575,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,2.0,2.0,2.4224026313026945,0.7212715624999999,0.0585,0.7389945796577745,0.12371134020618557,4000,AGEP,19
ACSPublicCoverage,KY,single,5.0,5.0,0.9689610525210778,0.758013625,0.09925,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,5.0,5.0,0.9689610525210778,0.925539375,0.37875,0.9440312592033383,0.3727087576374745,4000,AGEP,19
ACSPublicCoverage,KY,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,KY,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,LA,single,0.1,0.1,48.44805262605389,0.505994875,0.01775,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,0.1,0.1,48.44805262605389,0.5111849375,0.012,0.5221569006951501,0.014056224899598393,4000,AGEP,19
ACSPublicCoverage,LA,single,0.5,0.5,9.689610525210778,0.5220945625,0.01475,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,0.5,0.5,9.689610525210778,0.546714,0.012,0.5376178805999412,0.031683168316831684,4000,AGEP,19
ACSPublicCoverage,LA,single,1.0,1.0,4.844805262605389,0.5505143125,0.01525,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,1.0,1.0,4.844805262605389,0.6139189375,0.021,0.6529687948865269,0.038135593220338986,4000,AGEP,19
ACSPublicCoverage,LA,single,2.0,2.0,2.4224026313026945,0.62028875,0.0335,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,2.0,2.0,2.4224026313026945,0.7234458125000001,0.05925,0.7525395568258122,0.03734439834024896,4000,AGEP,19
ACSPublicCoverage,LA,single,5.0,5.0,0.9689610525210778,0.7646184374999999,0.08925,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,5.0,5.0,0.9689610525210778,0.919341,0.32025,0.9430918537398295,0.5168316831683168,4000,AGEP,19
ACSPublicCoverage,LA,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,LA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,ME,single,0.1,0.1,48.44805262605389,0.499950375,0.011,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,0.1,0.1,48.44805262605389,0.5085790625,0.0095,0.49660344184559646,0.0036496350364963502,4000,AGEP,19
ACSPublicCoverage,ME,single,0.5,0.5,9.689610525210778,0.5234894999999999,0.01125,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,0.5,0.5,9.689610525210778,0.549041125,0.01325,0.5544181558281633,0.013282732447817837,4000,AGEP,19
ACSPublicCoverage,ME,single,1.0,1.0,4.844805262605389,0.5632600000000001,0.02575,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,1.0,1.0,4.844805262605389,0.6009519999999999,0.01875,0.6187670777371366,0.043726235741444866,4000,AGEP,19
ACSPublicCoverage,ME,single,2.0,2.0,2.4224026313026945,0.6051030625,0.032,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,2.0,2.0,2.4224026313026945,0.7010600625,0.05325,0.69963657934327,0.03780718336483932,4000,AGEP,19
ACSPublicCoverage,ME,single,5.0,5.0,0.9689610525210778,0.7611345,0.0835,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,5.0,5.0,0.9689610525210778,0.8948244375000001,0.3085,0.9299786783374714,0.5411985018726592,4000,AGEP,19
ACSPublicCoverage,ME,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,ME,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MD,single,0.1,0.1,48.44805262605389,0.49586387500000007,0.01025,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,0.1,0.1,48.44805262605389,0.5080322500000001,0.00625,0.49673331024561773,0.014598540145985401,4000,AGEP,19
ACSPublicCoverage,MD,single,0.5,0.5,9.689610525210778,0.530561625,0.011,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,0.5,0.5,9.689610525210778,0.546425,0.00975,0.5668790072047063,0.026422764227642278,4000,AGEP,19
ACSPublicCoverage,MD,single,1.0,1.0,4.844805262605389,0.559699125,0.0145,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,1.0,1.0,4.844805262605389,0.6176578125000001,0.01625,0.6236797337278107,0.021153846153846155,4000,AGEP,19
ACSPublicCoverage,MD,single,2.0,2.0,2.4224026313026945,0.6092310625,0.03075,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,2.0,2.0,2.4224026313026945,0.7214425,0.046,0.7612218764368143,0.06432748538011696,4000,AGEP,19
ACSPublicCoverage,MD,single,5.0,5.0,0.9689610525210778,0.7639249374999999,0.10375,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,5.0,5.0,0.9689610525210778,0.9002434375,0.25775,0.9344265148139896,0.5634328358208955,4000,AGEP,19
ACSPublicCoverage,MD,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,MD,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MA,single,0.1,0.1,48.44805262605389,0.5025520625000001,0.00825,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,0.1,0.1,48.44805262605389,0.5150565625000001,0.01125,0.49908937317874635,0.011811023622047244,4000,AGEP,19
ACSPublicCoverage,MA,single,0.5,0.5,9.689610525210778,0.52711275,0.0095,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,0.5,0.5,9.689610525210778,0.5611301875000001,0.012,0.5580268063432052,0.010869565217391304,4000,AGEP,19
ACSPublicCoverage,MA,single,1.0,1.0,4.844805262605389,0.5620217500000001,0.018,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,1.0,1.0,4.844805262605389,0.6243016875,0.0295,0.644597099393483,0.022944550669216062,4000,AGEP,19
ACSPublicCoverage,MA,single,2.0,2.0,2.4224026313026945,0.6200276250000001,0.033,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,2.0,2.0,2.4224026313026945,0.7169304375,0.051,0.742598635065199,0.07584830339321358,4000,AGEP,19
ACSPublicCoverage,MA,single,5.0,5.0,0.9689610525210778,0.7511635,0.099,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,5.0,5.0,0.9689610525210778,0.9183554375,0.326,0.9422460333197401,0.4990328820116054,4000,AGEP,19
ACSPublicCoverage,MA,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,MA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MI,single,0.1,0.1,48.44805262605389,0.5104701249999999,0.01375,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,0.1,0.1,48.44805262605389,0.514019,0.01,0.519351941436146,0.00558659217877095,4000,AGEP,19
ACSPublicCoverage,MI,single,0.5,0.5,9.689610525210778,0.522467125,0.0125,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,0.5,0.5,9.689610525210778,0.5517474375,0.01475,0.5711351165980796,0.037037037037037035,4000,AGEP,19
ACSPublicCoverage,MI,single,1.0,1.0,4.844805262605389,0.5675996875,0.014,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,1.0,1.0,4.844805262605389,0.598317125,0.025,0.5921010807374444,0.015734265734265736,4000,AGEP,19
ACSPublicCoverage,MI,single,2.0,2.0,2.4224026313026945,0.621131375,0.01975,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,2.0,2.0,2.4224026313026945,0.7148133125,0.046,0.7574410650686868,0.12593984962406016,4000,AGEP,19
ACSPublicCoverage,MI,single,5.0,5.0,0.9689610525210778,0.75878,0.09275,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,5.0,5.0,0.9689610525210778,0.908611375,0.3375,0.9356055347308991,0.4489795918367347,4000,AGEP,19
ACSPublicCoverage,MI,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,MI,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MN,single,0.1,0.1,48.44805262605389,0.49575056250000005,0.00875,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,0.1,0.1,48.44805262605389,0.5129640624999999,0.01225,0.5306913032229954,0.0036900369003690036,4000,AGEP,19
ACSPublicCoverage,MN,single,0.5,0.5,9.689610525210778,0.524332375,0.01325,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,0.5,0.5,9.689610525210778,0.554917125,0.01275,0.5642269675593433,0.026365348399246705,4000,AGEP,19
ACSPublicCoverage,MN,single,1.0,1.0,4.844805262605389,0.5606785624999999,0.0145,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,1.0,1.0,4.844805262605389,0.6111690624999999,0.01525,0.6419037654591606,0.003838771593090211,4000,AGEP,19
ACSPublicCoverage,MN,single,2.0,2.0,2.4224026313026945,0.621999875,0.0375,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,2.0,2.0,2.4224026313026945,0.716527,0.03925,0.7557652892561983,0.06363636363636363,4000,AGEP,19
ACSPublicCoverage,MN,single,5.0,5.0,0.9689610525210778,0.759244625,0.0825,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,5.0,5.0,0.9689610525210778,0.8948968749999999,0.30425,0.9304204014875322,0.39092495636998253,4000,AGEP,19
ACSPublicCoverage,MN,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,MN,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MS,single,0.1,0.1,48.44805262605389,0.499482875,0.009,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,0.1,0.1,48.44805262605389,0.502358375,0.00875,0.4968766569877541,0.02247191011235955,4000,AGEP,19
ACSPublicCoverage,MS,single,0.5,0.5,9.689610525210778,0.5370585625,0.01,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,0.5,0.5,9.689610525210778,0.5472694375,0.01575,0.5715457063711911,0.018947368421052633,4000,AGEP,19
ACSPublicCoverage,MS,single,1.0,1.0,4.844805262605389,0.5627703125,0.01275,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,1.0,1.0,4.844805262605389,0.6053389375,0.01775,0.6156020224679094,0.016877637130801686,4000,AGEP,19
ACSPublicCoverage,MS,single,2.0,2.0,2.4224026313026945,0.6163140625,0.0265,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,2.0,2.0,2.4224026313026945,0.6882145,0.04125,0.7301085069444444,0.07708333333333334,4000,AGEP,19
ACSPublicCoverage,MS,single,5.0,5.0,0.9689610525210778,0.7647373125,0.096,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,5.0,5.0,0.9689610525210778,0.88070525,0.22575,0.9130829241786178,0.40748898678414097,4000,AGEP,19
ACSPublicCoverage,MS,single,inf,inf,0.0,1.0,1.0,,,4000,AGEP,19
ACSPublicCoverage,MS,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,19
ACSPublicCoverage,MO,single,0.1,0.1,48.44805262605389,0.508816625,0.0125,,,4000,AGEP,19
ACSPublicCoverage,MO,joint,0.1,0.1,48.44805262605389,0.5146845,0.01175,0.4834539835480782,0.006134969325153374,4000,AGEP,19
ACSPublicCoverage,MO,single,0.5,0.5,9.689610525210778,0.528265875,0.01,,,4000,AGEP,19
ACSPublicCoverage,MO,joint,0.5,0.5,9.689610525210778,0.5546940625000001,0.016,0.5765118767077737,0.028517110266159697,4000,AGEP,19
ACSPublicCoverage,MO,single,1.0,1.0,4.844805262605389,0.5653370625,0.01725,,,4000,AGEP,19
