task,state,attack,epsilon,epsilon_label,sigma,auc,tpr_at_1pct,auc_sparse,tpr_at_1pct_sparse,n_records,single_feature,n_features_joint
ACSIncome,VT,single,0.1,0.1,48.44805262605389,0.5034652923559203,0.010883992567029467,0.4375,0.0,3767,AGEP,10
ACSIncome,VT,joint,0.1,0.1,48.44805262605389,0.5073160948307677,0.009822139633660737,0.49145759637188213,0.009523809523809525,3767,AGEP,10
ACSIncome,VT,single,0.5,0.5,9.689610525210778,0.5318839524691852,0.0177860366339262,0.49609375,0.125,3767,AGEP,10
ACSIncome,VT,joint,0.5,0.5,9.689610525210778,0.5465606091602504,0.01274223520042474,0.5550222222222223,0.01904761904761905,3767,AGEP,10
ACSIncome,VT,single,1.0,1.0,4.844805262605389,0.5639867517849706,0.016724183700557473,0.546875,0.1875,3767,AGEP,10
ACSIncome,VT,joint,1.0,1.0,4.844805262605389,0.5964538847658423,0.018582426333952747,0.5798131519274377,0.009523809523809525,3767,AGEP,10
ACSIncome,VT,single,2.0,2.0,2.4224026313026945,0.6057084531541254,0.03026280860100876,0.51171875,0.0625,3767,AGEP,10
ACSIncome,VT,joint,2.0,2.0,2.4224026313026945,0.6852745564237628,0.029466418900982214,0.6982204081632654,0.02857142857142857,3767,AGEP,10
ACSIncome,VT,single,5.0,5.0,0.9689610525210778,0.7676105116675214,0.10990177860366339,0.8984375,0.375,3767,AGEP,10
ACSIncome,VT,joint,5.0,5.0,0.9689610525210778,0.8950330046132252,0.2593575789753119,0.9138321995464853,0.26666666666666666,3767,AGEP,10
ACSIncome,VT,single,inf,inf,0.0,1.0,1.0,1.0,1.0,3767,AGEP,10
ACSIncome,VT,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,3767,AGEP,10
ACSIncome,VA,single,0.1,0.1,48.44805262605389,0.5154570625,0.00975,0.5223725286160249,0.03225806451612903,4000,AGEP,10
ACSIncome,VA,joint,0.1,0.1,48.44805262605389,0.4967746875,0.01025,0.47688872685080463,0.008156606851549755,4000,AGEP,10
ACSIncome,VA,single,0.5,0.5,9.689610525210778,0.52309375,0.011,0.6507936507936508,0.19047619047619047,4000,AGEP,10
ACSIncome,VA,joint,0.5,0.5,9.689610525210778,0.5554338125,0.021,0.5429752066115703,0.021212121212121213,4000,AGEP,10
ACSIncome,VA,single,1.0,1.0,4.844805262605389,0.5553406875,0.01625,0.5259515570934257,0.11764705882352941,4000,AGEP,10
ACSIncome,VA,joint,1.0,1.0,4.844805262605389,0.5953498749999999,0.016,0.6043571933246425,0.015772870662460567,4000,AGEP,10
ACSIncome,VA,single,2.0,2.0,2.4224026313026945,0.615569875,0.02125,0.512396694214876,0.0,4000,AGEP,10
ACSIncome,VA,joint,2.0,2.0,2.4224026313026945,0.6994765,0.03875,0.7209269617064455,0.04754358161648178,4000,AGEP,10
ACSIncome,VA,single,5.0,5.0,0.9689610525210778,0.7673835,0.0905,0.8175,0.1,4000,AGEP,10
ACSIncome,VA,joint,5.0,5.0,0.9689610525210778,0.8901710625,0.24225,0.9147422635257866,0.33868378812199035,4000,AGEP,10
ACSIncome,VA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,VA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WA,single,0.1,0.1,48.44805262605389,0.502511625,0.0075,0.34895833333333337,0.0,4000,AGEP,10
ACSIncome,WA,joint,0.1,0.1,48.44805262605389,0.505595375,0.0095,0.4912875274076573,0.027597402597402596,4000,AGEP,10
ACSIncome,WA,single,0.5,0.5,9.689610525210778,0.5319465,0.015,0.4681440443213296,0.10526315789473684,4000,AGEP,10
ACSIncome,WA,joint,0.5,0.5,9.689610525210778,0.5431448124999999,0.0125,0.5599473494358698,0.00463678516228748,4000,AGEP,10
ACSIncome,WA,single,1.0,1.0,4.844805262605389,0.5645196250000001,0.019,0.607681755829904,0.0,4000,AGEP,10
ACSIncome,WA,joint,1.0,1.0,4.844805262605389,0.6015760625,0.024,0.6210377420847379,0.03414634146341464,4000,AGEP,10
ACSIncome,WA,single,2.0,2.0,2.4224026313026945,0.6108360625,0.02675,0.6183431952662721,0.038461538461538464,4000,AGEP,10
ACSIncome,WA,joint,2.0,2.0,2.4224026313026945,0.6952228125,0.04875,0.7159662750461881,0.09584664536741214,4000,AGEP,10
ACSIncome,WA,single,5.0,5.0,0.9689610525210778,0.7554441249999999,0.07475,0.76,0.45,4000,AGEP,10
ACSIncome,WA,joint,5.0,5.0,0.9689610525210778,0.8975133750000001,0.31475,0.899661434287473,0.29505582137161085,4000,AGEP,10
ACSIncome,WA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WV,single,0.1,0.1,48.44805262605389,0.514157125,0.0115,0.44970414201183434,0.0,4000,AGEP,10
ACSIncome,WV,joint,0.1,0.1,48.44805262605389,0.510942375,0.008,0.5223017741003979,0.0068143100511073255,4000,AGEP,10
ACSIncome,WV,single,0.5,0.5,9.689610525210778,0.5309143125,0.01675,0.45,0.15,4000,AGEP,10
ACSIncome,WV,joint,0.5,0.5,9.689610525210778,0.5400846875,0.01575,0.5537326166045622,0.017713365539452495,4000,AGEP,10
ACSIncome,WV,single,1.0,1.0,4.844805262605389,0.554971375,0.0135,0.6565096952908587,0.10526315789473684,4000,AGEP,10
ACSIncome,WV,joint,1.0,1.0,4.844805262605389,0.5723419375000001,0.01075,0.5901865102855162,0.008756567425569177,4000,AGEP,10
ACSIncome,WV,single,2.0,2.0,2.4224026313026945,0.6115785,0.0245,0.6575963718820861,0.047619047619047616,4000,AGEP,10
ACSIncome,WV,joint,2.0,2.0,2.4224026313026945,0.6448098125,0.02725,0.6664026467991716,0.01824212271973466,4000,AGEP,10
ACSIncome,WV,single,5.0,5.0,0.9689610525210778,0.7592308750000001,0.0885,0.5708884688090737,0.043478260869565216,4000,AGEP,10
ACSIncome,WV,joint,5.0,5.0,0.9689610525210778,0.8151691875000001,0.097,0.860280389487374,0.03315881326352531,4000,AGEP,10
ACSIncome,WV,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WV,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WI,single,0.1,0.1,48.44805262605389,0.509439625,0.00675,0.5847750865051904,0.17647058823529413,4000,AGEP,10
ACSIncome,WI,joint,0.1,0.1,48.44805262605389,0.499827625,0.0135,0.5200177055061794,0.01877133105802048,4000,AGEP,10
ACSIncome,WI,single,0.5,0.5,9.689610525210778,0.52206025,0.0105,0.5743162901307967,0.034482758620689655,4000,AGEP,10
ACSIncome,WI,joint,0.5,0.5,9.689610525210778,0.5420449375,0.0105,0.5365484429065744,0.017973856209150325,4000,AGEP,10
ACSIncome,WI,single,1.0,1.0,4.844805262605389,0.555985875,0.0205,0.628698224852071,0.23076923076923078,4000,AGEP,10
ACSIncome,WI,joint,1.0,1.0,4.844805262605389,0.5670505625000001,0.01425,0.5746895995700081,0.014754098360655738,4000,AGEP,10
ACSIncome,WI,single,2.0,2.0,2.4224026313026945,0.61263325,0.03075,0.5739644970414202,0.23076923076923078,4000,AGEP,10
ACSIncome,WI,joint,2.0,2.0,2.4224026313026945,0.639847,0.0285,0.6570585281902899,0.034071550255536626,4000,AGEP,10
ACSIncome,WI,single,5.0,5.0,0.9689610525210778,0.763843875,0.08825,0.8027210884353742,0.23809523809523808,4000,AGEP,10
ACSIncome,WI,joint,5.0,5.0,0.9689610525210778,0.8313208125,0.1,0.8735523186682521,0.08620689655172414,4000,AGEP,10
ACSIncome,WI,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WI,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,10
ACSIncome,WY,single,0.1,0.1,48.44805262605389,0.5060520258846948,0.0097911227154047,0.3375,0.0,3064,AGEP,10
ACSIncome,WY,joint,0.1,0.1,48.44805262605389,0.506322261723783,0.00881201044386423,0.5244855207308914,0.015296367112810707,3064,AGEP,10
ACSIncome,WY,single,0.5,0.5,9.689610525210778,0.516847718642843,0.009138381201044387,0.3725,0.0,3064,AGEP,10
ACSIncome,WY,joint,0.5,0.5,9.689610525210778,0.545270627824854,0.015013054830287207,0.5244635852139993,0.021032504780114723,3064,AGEP,10
ACSIncome,WY,single,1.0,1.0,4.844805262605389,0.550246077585913,0.011422976501305483,0.715,0.25,3064,AGEP,10
ACSIncome,WY,joint,1.0,1.0,4.844805262605389,0.597047686772696,0.01860313315926893,0.624529757356624,0.030592734225621414,3064,AGEP,10
ACSIncome,WY,single,2.0,2.0,2.4224026313026945,0.6151828869240366,0.01664490861618799,0.7225,0.45,3064,AGEP,10
ACSIncome,WY,joint,2.0,2.0,2.4224026313026945,0.7067917711962042,0.04014360313315927,0.7248372201850627,0.08221797323135756,3064,AGEP,10
ACSIncome,WY,single,5.0,5.0,0.9689610525210778,0.7478289527503768,0.0685378590078329,0.76,0.15,3064,AGEP,10
ACSIncome,WY,joint,5.0,5.0,0.9689610525210778,0.8982798002917738,0.29406005221932113,0.890413813526171,0.08986615678776291,3064,AGEP,10
ACSIncome,WY,single,inf,inf,0.0,1.0,1.0,1.0,1.0,3064,AGEP,10
ACSIncome,WY,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,3064,AGEP,10
ACSEmployment,AL,single,0.1,0.1,48.44805262605389,0.5108943125000001,0.0115,0.25925925925925924,0.1111111111111111,4000,AGEP,16
ACSEmployment,AL,joint,0.1,0.1,48.44805262605389,0.508795,0.01,0.5020661157024793,0.0,4000,AGEP,16
ACSEmployment,AL,single,0.5,0.5,9.689610525210778,0.529227625,0.014,0.3827160493827161,0.1111111111111111,4000,AGEP,16
ACSEmployment,AL,joint,0.5,0.5,9.689610525210778,0.558504625,0.01875,0.4988888888888889,0.0,4000,AGEP,16
ACSEmployment,AL,single,1.0,1.0,4.844805262605389,0.549526125,0.015,0.6611570247933884,0.18181818181818182,4000,AGEP,16
ACSEmployment,AL,joint,1.0,1.0,4.844805262605389,0.6265195,0.03325,0.58203125,0.1875,4000,AGEP,16
ACSEmployment,AL,single,2.0,2.0,2.4224026313026945,0.6096275625,0.0265,0.32999999999999996,0.0,4000,AGEP,16
ACSEmployment,AL,joint,2.0,2.0,2.4224026313026945,0.71720975,0.053,0.7899408284023668,0.3076923076923077,4000,AGEP,16
ACSEmployment,AL,single,5.0,5.0,0.9689610525210778,0.766728875,0.108,0.7768595041322314,0.0,4000,AGEP,16
ACSEmployment,AL,joint,5.0,5.0,0.9689610525210778,0.9192139375,0.35875,0.9451530612244898,0.7142857142857143,4000,AGEP,16
ACSEmployment,AL,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AK,single,0.1,0.1,48.44805262605389,0.50940175,0.0085,0.37037037037037035,0.0,4000,AGEP,16
ACSEmployment,AK,joint,0.1,0.1,48.44805262605389,0.5051771875,0.009,0.3877551020408163,0.07142857142857142,4000,AGEP,16
ACSEmployment,AK,single,0.5,0.5,9.689610525210778,0.536664625,0.0115,0.6458333333333333,0.16666666666666666,4000,AGEP,16
ACSEmployment,AK,joint,0.5,0.5,9.689610525210778,0.561998,0.01925,0.64453125,0.3125,4000,AGEP,16
ACSEmployment,AK,single,1.0,1.0,4.844805262605389,0.55607,0.02425,0.8148148148148148,0.4444444444444444,4000,AGEP,16
ACSEmployment,AK,joint,1.0,1.0,4.844805262605389,0.6230005624999999,0.0255,0.578512396694215,0.18181818181818182,4000,AGEP,16
ACSEmployment,AK,single,2.0,2.0,2.4224026313026945,0.6149369375,0.02825,0.75,0.0,4000,AGEP,16
ACSEmployment,AK,joint,2.0,2.0,2.4224026313026945,0.7184493125,0.065,0.820069204152249,0.35294117647058826,4000,AGEP,16
ACSEmployment,AK,single,5.0,5.0,0.9689610525210778,0.7674982499999999,0.09425,0.796875,0.5,4000,AGEP,16
ACSEmployment,AK,joint,5.0,5.0,0.9689610525210778,0.9384215,0.4165,0.9931972789115646,0.9047619047619048,4000,AGEP,16
ACSEmployment,AK,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AK,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AZ,single,0.1,0.1,48.44805262605389,0.5206739375,0.011,0.5289256198347108,0.0,4000,AGEP,16
ACSEmployment,AZ,joint,0.1,0.1,48.44805262605389,0.5245655,0.0115,0.5102880658436214,0.07407407407407407,4000,AGEP,16
ACSEmployment,AZ,single,0.5,0.5,9.689610525210778,0.5239707499999999,0.00925,0.37,0.0,4000,AGEP,16
ACSEmployment,AZ,joint,0.5,0.5,9.689610525210778,0.5560715,0.0165,0.6697530864197531,0.05555555555555555,4000,AGEP,16
ACSEmployment,AZ,single,1.0,1.0,4.844805262605389,0.5544256249999999,0.01925,0.68,0.2,4000,AGEP,16
ACSEmployment,AZ,joint,1.0,1.0,4.844805262605389,0.6112539375000001,0.03275,0.6176,0.08,4000,AGEP,16
ACSEmployment,AZ,single,2.0,2.0,2.4224026313026945,0.6147178125,0.0245,0.5208333333333333,0.16666666666666666,4000,AGEP,16
ACSEmployment,AZ,joint,2.0,2.0,2.4224026313026945,0.7308859375000001,0.05725,0.7777777777777778,0.25,4000,AGEP,16
ACSEmployment,AZ,single,5.0,5.0,0.9689610525210778,0.7704038125,0.098,0.84,0.6,4000,AGEP,16
ACSEmployment,AZ,joint,5.0,5.0,0.9689610525210778,0.9309625625,0.41125,0.9400826446280991,0.7272727272727273,4000,AGEP,16
ACSEmployment,AZ,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AZ,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AR,single,0.1,0.1,48.44805262605389,0.5118876875,0.0135,0.2839506172839506,0.0,4000,AGEP,16
ACSEmployment,AR,joint,0.1,0.1,48.44805262605389,0.513556125,0.0115,0.4168962350780533,0.030303030303030304,4000,AGEP,16
ACSEmployment,AR,single,0.5,0.5,9.689610525210778,0.52732225,0.01675,0.5510204081632654,0.2857142857142857,4000,AGEP,16
ACSEmployment,AR,joint,0.5,0.5,9.689610525210778,0.5640730624999999,0.017,0.6608996539792387,0.0,4000,AGEP,16
ACSEmployment,AR,single,1.0,1.0,4.844805262605389,0.5562578125,0.01325,0.5714285714285714,0.2857142857142857,4000,AGEP,16
ACSEmployment,AR,joint,1.0,1.0,4.844805262605389,0.6177961875,0.0415,0.6425000000000001,0.25,4000,AGEP,16
ACSEmployment,AR,single,2.0,2.0,2.4224026313026945,0.611123875,0.02025,0.7361111111111112,0.16666666666666666,4000,AGEP,16
ACSEmployment,AR,joint,2.0,2.0,2.4224026313026945,0.7158111249999999,0.0735,0.7891156462585033,0.23809523809523808,4000,AGEP,16
ACSEmployment,AR,single,5.0,5.0,0.9689610525210778,0.7697459375,0.12225,0.7142857142857142,0.5714285714285714,4000,AGEP,16
ACSEmployment,AR,joint,5.0,5.0,0.9689610525210778,0.92532775,0.39775,0.9834710743801653,0.7272727272727273,4000,AGEP,16
ACSEmployment,AR,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,AR,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CA,single,0.1,0.1,48.44805262605389,0.5128634375000001,0.01,0.5102040816326531,0.2857142857142857,4000,AGEP,16
ACSEmployment,CA,joint,0.1,0.1,48.44805262605389,0.512017625,0.01225,0.46254458977407853,0.0,4000,AGEP,16
ACSEmployment,CA,single,0.5,0.5,9.689610525210778,0.5204784375,0.016,0.5325443786982249,0.07692307692307693,4000,AGEP,16
ACSEmployment,CA,joint,0.5,0.5,9.689610525210778,0.5577793125,0.0235,0.6836734693877551,0.35714285714285715,4000,AGEP,16
ACSEmployment,CA,single,1.0,1.0,4.844805262605389,0.553632125,0.01625,0.611111111111111,0.16666666666666666,4000,AGEP,16
ACSEmployment,CA,joint,1.0,1.0,4.844805262605389,0.6252381250000001,0.029,0.6784,0.08,4000,AGEP,16
ACSEmployment,CA,single,2.0,2.0,2.4224026313026945,0.6112941875,0.0285,0.61328125,0.0625,4000,AGEP,16
ACSEmployment,CA,joint,2.0,2.0,2.4224026313026945,0.7393155,0.073,0.67578125,0.1875,4000,AGEP,16
ACSEmployment,CA,single,5.0,5.0,0.9689610525210778,0.7710191875000001,0.1185,1.0,1.0,4000,AGEP,16
ACSEmployment,CA,joint,5.0,5.0,0.9689610525210778,0.9337495,0.4155,0.9750692520775622,0.7368421052631579,4000,AGEP,16
ACSEmployment,CA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CO,single,0.1,0.1,48.44805262605389,0.5006999375,0.01,0.653061224489796,0.14285714285714285,4000,AGEP,16
ACSEmployment,CO,joint,0.1,0.1,48.44805262605389,0.50942475,0.01175,0.36,0.06666666666666667,4000,AGEP,16
ACSEmployment,CO,single,0.5,0.5,9.689610525210778,0.5223790625,0.01225,0.5925925925925926,0.3333333333333333,4000,AGEP,16
ACSEmployment,CO,joint,0.5,0.5,9.689610525210778,0.55643,0.01425,0.47845804988662133,0.09523809523809523,4000,AGEP,16
ACSEmployment,CO,single,1.0,1.0,4.844805262605389,0.5544181875,0.014,0.48,0.0,4000,AGEP,16
ACSEmployment,CO,joint,1.0,1.0,4.844805262605389,0.6035675625,0.02725,0.5614366729678639,0.043478260869565216,4000,AGEP,16
ACSEmployment,CO,single,2.0,2.0,2.4224026313026945,0.624965625,0.03125,0.6,0.0,4000,AGEP,16
ACSEmployment,CO,joint,2.0,2.0,2.4224026313026945,0.715103625,0.0515,0.712,0.16,4000,AGEP,16
ACSEmployment,CO,single,5.0,5.0,0.9689610525210778,0.763461,0.10975,0.8266666666666667,0.5333333333333333,4000,AGEP,16
ACSEmployment,CO,joint,5.0,5.0,0.9689610525210778,0.9235536874999998,0.4015,0.9377777777777778,0.8,4000,AGEP,16
ACSEmployment,CO,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CO,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CT,single,0.1,0.1,48.44805262605389,0.5044645000000001,0.009,0.2653061224489796,0.0,4000,AGEP,16
ACSEmployment,CT,joint,0.1,0.1,48.44805262605389,0.50476425,0.01075,0.6760204081632654,0.03571428571428571,4000,AGEP,16
ACSEmployment,CT,single,0.5,0.5,9.689610525210778,0.53032775,0.01325,0.653061224489796,0.14285714285714285,4000,AGEP,16
ACSEmployment,CT,joint,0.5,0.5,9.689610525210778,0.5540540625,0.02,0.43537414965986393,0.0,4000,AGEP,16
ACSEmployment,CT,single,1.0,1.0,4.844805262605389,0.5595708749999999,0.0155,0.56,0.2,4000,AGEP,16
ACSEmployment,CT,joint,1.0,1.0,4.844805262605389,0.60998425,0.0275,0.6538461538461537,0.07692307692307693,4000,AGEP,16
ACSEmployment,CT,single,2.0,2.0,2.4224026313026945,0.6175736875,0.03275,0.546875,0.0,4000,AGEP,16
ACSEmployment,CT,joint,2.0,2.0,2.4224026313026945,0.7196444375,0.068,0.64453125,0.3125,4000,AGEP,16
ACSEmployment,CT,single,5.0,5.0,0.9689610525210778,0.7654489375000001,0.097,0.625,0.0,4000,AGEP,16
ACSEmployment,CT,joint,5.0,5.0,0.9689610525210778,0.9263571875,0.4135,0.8752834467120182,0.6190476190476191,4000,AGEP,16
ACSEmployment,CT,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,CT,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,DE,single,0.1,0.1,48.44805262605389,0.49445374999999997,0.01275,0.8765432098765432,0.2222222222222222,4000,AGEP,16
ACSEmployment,DE,joint,0.1,0.1,48.44805262605389,0.5142060625,0.00975,0.5173611111111112,0.041666666666666664,4000,AGEP,16
ACSEmployment,DE,single,0.5,0.5,9.689610525210778,0.528239625,0.01225,0.5702479338842976,0.09090909090909091,4000,AGEP,16
ACSEmployment,DE,joint,0.5,0.5,9.689610525210778,0.55651375,0.0155,0.6364795918367346,0.07142857142857142,4000,AGEP,16
ACSEmployment,DE,single,1.0,1.0,4.844805262605389,0.5579578125,0.0165,0.875,0.75,4000,AGEP,16
ACSEmployment,DE,joint,1.0,1.0,4.844805262605389,0.6256238125,0.03525,0.5525494276795004,0.03225806451612903,4000,AGEP,16
ACSEmployment,DE,single,2.0,2.0,2.4224026313026945,0.6154340624999999,0.025,0.671875,0.25,4000,AGEP,16
ACSEmployment,DE,joint,2.0,2.0,2.4224026313026945,0.721535375,0.078,0.796875,0.125,4000,AGEP,16
ACSEmployment,DE,single,5.0,5.0,0.9689610525210778,0.7631019375000001,0.088,0.71875,0.0,4000,AGEP,16
ACSEmployment,DE,joint,5.0,5.0,0.9689610525210778,0.932151375,0.42425,0.9700000000000001,0.8333333333333334,4000,AGEP,16
ACSEmployment,DE,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,DE,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,FL,single,0.1,0.1,48.44805262605389,0.5130109374999999,0.01375,0.38888888888888895,0.16666666666666666,4000,AGEP,16
ACSEmployment,FL,joint,0.1,0.1,48.44805262605389,0.51169625,0.00975,0.5710059171597632,0.038461538461538464,4000,AGEP,16
ACSEmployment,FL,single,0.5,0.5,9.689610525210778,0.5292063125,0.0145,0.6599999999999999,0.0,4000,AGEP,16
ACSEmployment,FL,joint,0.5,0.5,9.689610525210778,0.5702461249999999,0.021,0.6351606805293006,0.08695652173913043,4000,AGEP,16
ACSEmployment,FL,single,1.0,1.0,4.844805262605389,0.5413061874999999,0.01225,0.9259259259259259,0.6666666666666666,4000,AGEP,16
ACSEmployment,FL,joint,1.0,1.0,4.844805262605389,0.6153200624999999,0.03025,0.63718820861678,0.14285714285714285,4000,AGEP,16
ACSEmployment,FL,single,2.0,2.0,2.4224026313026945,0.612902875,0.01825,0.78125,0.25,4000,AGEP,16
ACSEmployment,FL,joint,2.0,2.0,2.4224026313026945,0.7178713125,0.0545,0.768595041322314,0.22727272727272727,4000,AGEP,16
ACSEmployment,FL,single,5.0,5.0,0.9689610525210778,0.768360875,0.11875,0.7407407407407407,0.4444444444444444,4000,AGEP,16
ACSEmployment,FL,joint,5.0,5.0,0.9689610525210778,0.9301953125000001,0.407,0.9632,0.88,4000,AGEP,16
ACSEmployment,FL,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,FL,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,GA,single,0.1,0.1,48.44805262605389,0.49570662499999996,0.00825,0.5785123966942147,0.09090909090909091,4000,AGEP,16
ACSEmployment,GA,joint,0.1,0.1,48.44805262605389,0.504782625,0.00725,0.499054820415879,0.043478260869565216,4000,AGEP,16
ACSEmployment,GA,single,0.5,0.5,9.689610525210778,0.5276334375,0.0155,0.64,0.3,4000,AGEP,16
ACSEmployment,GA,joint,0.5,0.5,9.689610525210778,0.5647796875,0.01925,0.501736111111111,0.08333333333333333,4000,AGEP,16
ACSEmployment,GA,single,1.0,1.0,4.844805262605389,0.559983875,0.012,0.54,0.0,4000,AGEP,16
ACSEmployment,GA,joint,1.0,1.0,4.844805262605389,0.613195,0.02725,0.45118343195266275,0.07692307692307693,4000,AGEP,16
ACSEmployment,GA,single,2.0,2.0,2.4224026313026945,0.6115223125,0.028,0.5510204081632653,0.42857142857142855,4000,AGEP,16
ACSEmployment,GA,joint,2.0,2.0,2.4224026313026945,0.7311740625,0.077,0.725,0.1,4000,AGEP,16
ACSEmployment,GA,single,5.0,5.0,0.9689610525210778,0.7624721875,0.0925,0.8595041322314049,0.45454545454545453,4000,AGEP,16
ACSEmployment,GA,joint,5.0,5.0,0.9689610525210778,0.9306381874999999,0.37725,0.9151234567901234,0.4166666666666667,4000,AGEP,16
ACSEmployment,GA,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,GA,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,HI,single,0.1,0.1,48.44805262605389,0.485649125,0.004,0.5,0.0,4000,AGEP,16
ACSEmployment,HI,joint,0.1,0.1,48.44805262605389,0.508596125,0.01325,0.48520710059171596,0.15384615384615385,4000,AGEP,16
ACSEmployment,HI,single,0.5,0.5,9.689610525210778,0.5252414375,0.0115,0.654320987654321,0.1111111111111111,4000,AGEP,16
ACSEmployment,HI,joint,0.5,0.5,9.689610525210778,0.565524,0.01625,0.6124999999999999,0.0,4000,AGEP,16
ACSEmployment,HI,single,1.0,1.0,4.844805262605389,0.5569099375,0.01325,0.4197530864197531,0.0,4000,AGEP,16
ACSEmployment,HI,joint,1.0,1.0,4.844805262605389,0.617044125,0.03025,0.7424000000000001,0.2,4000,AGEP,16
ACSEmployment,HI,single,2.0,2.0,2.4224026313026945,0.6133625,0.03075,0.5679012345679012,0.1111111111111111,4000,AGEP,16
ACSEmployment,HI,joint,2.0,2.0,2.4224026313026945,0.7321959375,0.074,0.7555555555555555,0.26666666666666666,4000,AGEP,16
ACSEmployment,HI,single,5.0,5.0,0.9689610525210778,0.76586025,0.10525,0.71,0.3,4000,AGEP,16
ACSEmployment,HI,joint,5.0,5.0,0.9689610525210778,0.9380473125,0.4295,0.9806094182825486,0.6842105263157895,4000,AGEP,16
ACSEmployment,HI,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,HI,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,ID,single,0.1,0.1,48.44805262605389,0.5143956875,0.011,0.5,0.07142857142857142,4000,AGEP,16
ACSEmployment,ID,joint,0.1,0.1,48.44805262605389,0.49596937499999993,0.0095,0.582766439909297,0.0,4000,AGEP,16
ACSEmployment,ID,single,0.5,0.5,9.689610525210778,0.5241281875,0.00775,0.25,0.0,4000,AGEP,16
ACSEmployment,ID,joint,0.5,0.5,9.689610525210778,0.550686875,0.01875,0.6371527777777778,0.0,4000,AGEP,16
ACSEmployment,ID,single,1.0,1.0,4.844805262605389,0.5552225625,0.017,0.41666666666666663,0.0,4000,AGEP,16
ACSEmployment,ID,joint,1.0,1.0,4.844805262605389,0.61189225,0.02725,0.5599173553719009,0.045454545454545456,4000,AGEP,16
ACSEmployment,ID,single,2.0,2.0,2.4224026313026945,0.6131586250000001,0.023,0.64,0.2,4000,AGEP,16
ACSEmployment,ID,joint,2.0,2.0,2.4224026313026945,0.7156734375,0.07425,0.7777777777777778,0.3333333333333333,4000,AGEP,16
ACSEmployment,ID,single,5.0,5.0,0.9689610525210778,0.7711230625000001,0.113,0.7755102040816326,0.14285714285714285,4000,AGEP,16
ACSEmployment,ID,joint,5.0,5.0,0.9689610525210778,0.9192436875,0.38425,0.953125,0.8333333333333334,4000,AGEP,16
ACSEmployment,ID,single,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,ID,joint,inf,inf,0.0,1.0,1.0,1.0,1.0,4000,AGEP,16
ACSEmployment,IL,single,0.1,0.1,48.44805262605389,0.52136725,0.0105,0.4722222222222222,0.0,4000,AGEP,16
