loss,acc,recall,precision,eod,spd,mad
0.6602287942841649,0.5470521864820768,0.3484228268721406,0.49318336741649627,0.4425354525446892,0.05706811,-0.03938239812850952
0.6463242958709597,0.5621241159973415,0.4353479412472911,0.4984835952577888,0.47159041464328766,0.06398705,-0.038622379302978516
0.6377681963810697,0.5757208940347428,0.49024801348422825,0.5068459049041574,0.4656427502632141,0.06554866,-0.043580055236816406
0.6325261199152097,0.5850329563266128,0.529737539128341,0.5112712061352545,0.42814522981643677,0.06283274,-0.037919700145721436
0.629338483144762,0.5895112057852476,0.5470744040452685,0.5135623869801085,0.3938523232936859,0.062236488,-0.03751033544540405
0.6268349947279319,0.5907455262908312,0.5420178184444979,0.5164028446891489,0.3828290104866028,0.060405403,-0.03589892387390137
0.6254797092388035,0.5915477882899729,0.5475559836262942,0.5162315550510783,0.3732435405254364,0.060370713,-0.03910452127456665
0.62483923288894,0.593872437253504,0.5653744281242475,0.5153643546971027,0.3554311692714691,0.059161484,-0.03647494316101074
0.6234040265924355,0.5916738044963983,0.5437033469780881,0.5172966781214204,0.3712122440338135,0.059632063,-0.0331607460975647
0.6221864314512452,0.592357895415691,0.5254033228991091,0.5227599425011978,0.3744961619377136,0.059933007,-0.03248405456542969
0.6221797233092162,0.5920507412079707,0.543944136768601,0.5177630071052028,0.35700365900993347,0.05776748,-0.03399544954299927
0.6205591371865885,0.5894357607884595,0.49578617866602454,0.5263292433537833,0.3594297766685486,0.05585447,-0.031816065311431885
0.6216380386363874,0.5944777680437808,0.5494823019503973,0.5198177676537585,0.3698669970035553,0.056360364,-0.03435415029525757
0.6211503515203305,0.5958358603494989,0.545870455092704,0.5225910557860766,0.36338749527931213,0.05646783,-0.034136831760406494
0.6199050138193923,0.592878844765783,0.5160125210691067,0.5260186548846343,0.37033796310424805,0.057619095,-0.034670889377593994
0.6194847250195173,0.5930836211012243,0.5097519865157717,0.5280618608131704,0.3649630844593048,0.056597352,-0.03297615051269531
0.6200504636315477,0.5941739495591718,0.5326270166144955,0.5235502958579882,0.3669584095478058,0.05660343,-0.03316015005111694
0.62030928038754,0.5975315195977233,0.5528533590175777,0.5232452142206017,0.36713019013404846,0.06028685,-0.035806238651275635
0.6183970918678735,0.5903944105470458,0.4900072236937154,0.5295342180588082,0.37053540349006653,0.058798492,-0.0345955491065979
0.6196416314500403,0.5944946319772877,0.5372020226342403,0.5228497773611437,0.3566210865974426,0.055247396,-0.03472954034805298
0.6180457342071952,0.5927347909454967,0.4890440645316639,0.5336311087756175,0.36392733454704285,0.05674699,-0.0370410680770874
0.618819634525008,0.5945306248414759,0.525644112689622,0.5258973741267164,0.36907193064689636,0.058255047,-0.034495532512664795
0.6192376788744214,0.5969824225100195,0.5461112448832169,0.5241506817656575,0.35698720812797546,0.057018965,-0.03444552421569824
0.6185077905687978,0.5966718502156545,0.5268480616421863,0.528757854035766,0.36635157465934753,0.05914527,-0.03769242763519287
0.6184005515708124,0.5961047566958567,0.5258849024801349,0.528174123337364,0.34510302543640137,0.056589723,-0.03865247964859009
0.618438771822598,0.5964918241220634,0.529737539128341,0.5277044854881267,0.36567893624305725,0.05950728,-0.03903651237487793
0.6193007659742956,0.5978735753528115,0.5528533590175777,0.5237226277372263,0.3524896502494812,0.05733773,-0.03944581747055054
0.6184544375253372,0.5950988508598609,0.5331085961955213,0.5247689025835506,0.37172648310661316,0.059522957,-0.03765106201171875
0.6195822268768476,0.5989976522686562,0.5694678545629666,0.5212695613841746,0.34813404083251953,0.057254314,-0.03992187976837158
0.6178498307901328,0.5958988478618283,0.525644112689622,0.5279322853688029,0.37883228063583374,0.06265876,-0.041040003299713135
0.6173744351467688,0.5960046026389854,0.5145677823260294,0.5311956251553567,0.383362740278244,0.060997427,-0.03479558229446411
0.6177572718013619,0.5969340133431396,0.5227546352034673,0.5302882266731803,0.3570561110973358,0.05778289,-0.03817647695541382
0.617654741612957,0.5972445650466213,0.5237177943655189,0.5304878048780488,0.35976001620292664,0.05852118,-0.03779244422912598
0.618018059057967,0.5969239032193887,0.5374428124247532,0.5262909691110587,0.3531489074230194,0.056095332,-0.03576427698135376
0.6183768045105379,0.5969385433374882,0.5487599325788587,0.5234267340376665,0.3558826446533203,0.058609158,-0.03861111402511597
0.617728466189497,0.5977441616506245,0.5372020226342403,0.5275478836604398,0.35857313871383667,0.058897406,-0.03785109519958496
0.616578935695366,0.5974819573413727,0.5046954009150012,0.5364729971845406,0.370532363653183,0.060158014,-0.03307545185089111
0.6170339831628123,0.5970251485930805,0.5186612087647484,0.5315893385982231,0.3584969937801361,0.057704598,-0.030229270458221436
0.6171336324108955,0.5987714408235925,0.5254033228991091,0.5323249573066602,0.3637597858905792,0.059072644,-0.034912288188934326
0.616507877407892,0.5967629648747121,0.5044546111244883,0.5353948377204191,0.3554598391056061,0.055948585,-0.03541290760040283
0.6168298173622364,0.5958369516663193,0.5157717312785938,0.5305920237800347,0.3474572002887726,0.056299895,-0.03676575422286987
0.6182306542484263,0.5993059389749635,0.5574283650373224,0.5245864491275776,0.35288873314857483,0.05737865,-0.03611499071121216
0.6182107474800321,0.5988783692811035,0.5574283650373224,0.5239927569035763,0.33141595125198364,0.054354727,-0.03386944532394409
0.616890553002161,0.5985272741282015,0.5237177943655189,0.5324357405140759,0.3626880943775177,0.059565395,-0.036915719509124756
0.6173658614992259,0.6011118418129269,0.5427401878160366,0.5309776207302709,0.3538677990436554,0.05831957,-0.03489559888839722
0.6168651367581539,0.5979635575132818,0.5239585841560318,0.5315095261358085,0.3445754051208496,0.055753946,-0.032650113105773926
0.6166658946021545,0.5991731277770153,0.5222730556224416,0.5338419886783166,0.3600963056087494,0.05786726,-0.036598384380340576
0.6173722459709348,0.5992597948052578,0.5470744040452685,0.5271461716937355,0.3655473291873932,0.060951144,-0.03525495529174805
0.6169154506072456,0.5991596407483863,0.5357572838911631,0.5300142925202478,0.37843015789985657,0.062055886,-0.035004258155822754
0.6176954981040257,0.6013391445748109,0.5567059956657838,0.5276129621177544,0.3740416467189789,0.06075108,-0.033718883991241455
