loss,acc,recall,precision,eod,spd,mad
0.5385041555196047,0.5562287601217197,0.12632375189107414,0.7660550458715596,0.038715898990631104,0.038920403,-0.0324137806892395
0.49972080354094506,0.6206704788417701,0.2859304084720121,0.6974169741697417,0.0679730474948883,0.03699729,-0.025156021118164062
0.49009148028939964,0.6446553453128098,0.3608169440242057,0.6445945945945946,0.0459287166595459,0.030188352,-0.02926105260848999
0.4830582171708345,0.651982717700783,0.38199697428139184,0.6376262626262627,0.028270214796066284,0.02760598,-0.028177320957183838
0.4778408987730742,0.6529168404521631,0.3789712556732224,0.6506493506493507,0.03688964247703552,0.026842505,-0.027257800102233887
0.4739942101329565,0.655410919405485,0.3812405446293495,0.6605504587155964,0.044904887676239014,0.025663614,-0.02353036403656006
0.47294355848431585,0.6703375510764829,0.4236006051437216,0.6473988439306358,0.04312014579772949,0.02132538,-0.02369457483291626
0.4692548638060689,0.6695165431452831,0.4167927382753404,0.6583034647550776,0.05565497279167175,0.023608327,-0.02303779125213623
0.4678423532035202,0.6761763324308827,0.4341906202723147,0.656,0.057153791189193726,0.023430884,-0.01922827959060669
0.4681297274827957,0.683716360680795,0.4568835098335855,0.647374062165059,0.05804848670959473,0.025403172,-0.02073889970779419
0.465571183597669,0.678782086561219,0.44402420574886536,0.6486187845303868,0.05124148726463318,0.019620538,-0.021954059600830078
0.46491269702278076,0.6827297937855129,0.4508320726172466,0.654945054945055,0.044803470373153687,0.018892914,-0.023152709007263184
0.4630384855218232,0.6784752369035661,0.4379727685325265,0.6602052451539339,0.04104483127593994,0.017872363,-0.02280789613723755
0.464935271364823,0.6896668172122091,0.4750378214826021,0.6408163265306123,0.04291260242462158,0.017947495,-0.02272576093673706
0.4622619602769613,0.6871499096315419,0.4629349470499244,0.652452025586354,0.04385802149772644,0.018171519,-0.023711025714874268
0.46003659175150097,0.6820918261996958,0.4462934947049924,0.6614349775784754,0.047063201665878296,0.01996544,-0.022758662700653076
0.46108094549961387,0.6909495392730542,0.4735249621785174,0.6500519210799585,0.04874652624130249,0.02084297,-0.021461427211761475
0.45830245461761954,0.6813650120642097,0.44402420574886536,0.662528216704289,0.05428987741470337,0.023987263,-0.025221705436706543
0.45931353617571297,0.6900693003087417,0.4682299546142209,0.6564156945917285,0.04630225896835327,0.02407664,-0.02517247200012207
0.4595690501730889,0.6897974134136902,0.4682299546142209,0.6550264550264551,0.031060338020324707,0.019569129,-0.02612483501434326
0.45955796141289174,0.6912685230659628,0.47579425113464446,0.647119341563786,0.023229539394378662,0.015513748,-0.02535301446914673
